"","gameID","roundID","playerID","guess","idx","treatmentName","nSquirrels","nRabbits"
"1","01HN8VW4M12YPXWM797PV50HD0","01HN8WZHCDMYGB22YYFQ6GVXBB","01HN8WH3THS26GR664GHZ4SJVH",80,1,"experiment2-slider-0.7",1,7
"2","01HN8VW4M12YPXWM797PV50HD0","01HN8WZHCFST9Y2D4FGDQCPH0K","01HN8WH3THS26GR664GHZ4SJVH",90,2,"experiment2-slider-0.7",1,7
"3","01HN8VW4M12YPXWM797PV50HD0","01HN8WZHCFST9Y2D4FGDQCPH0K","01HN8WT5FY22ZT4J7X4VVXCHKB",80,2,"experiment2-slider-0.7",2,5
"4","01HN8VW4M12YPXWM797PV50HD0","01HN8WZHCKF3J9H60JCQXTD7V8","01HN8WH3THS26GR664GHZ4SJVH",90,3,"experiment2-slider-0.7",1,7
"5","01HN8VW4M12YPXWM797PV50HD0","01HN8WZHCKF3J9H60JCQXTD7V8","01HN8WKAMZASB0QZ4J9133AV7J",5,3,"experiment2-slider-0.7",1,6
"6","01HN8VW4M12YPXWM797PV50HD0","01HN8WZHCKF3J9H60JCQXTD7V8","01HN8WT5FY22ZT4J7X4VVXCHKB",85,3,"experiment2-slider-0.7",2,5
"7","01HN8VW4M12YPXWM797PV50HD0","01HN8WZHCG2766SVRXZ91N8JD2","01HN8WH3THS26GR664GHZ4SJVH",85,4,"experiment2-slider-0.7",1,7
"8","01HN8VW4M12YPXWM797PV50HD0","01HN8WZHCG2766SVRXZ91N8JD2","01HN8WKAMZASB0QZ4J9133AV7J",7,4,"experiment2-slider-0.7",1,6
"9","01HN8VW4M12YPXWM797PV50HD0","01HN8WZHCG2766SVRXZ91N8JD2","01HN8WT5FY22ZT4J7X4VVXCHKB",90,4,"experiment2-slider-0.7",2,5
"10","01HN8VW4M051ARWX18T7EKNNT8","01HN8X1CNYZ2MV87SAE4D7EKR1","01HN8WWNZQ0VB9XQN3V18JVK1F",75,1,"experiment2-interactive-0.7",0,2
"11","01HN8VW4M051ARWX18T7EKNNT8","01HN8X1CNYZ2MV87SAE4D7EKR1","01HN8WVXFEX730WAJDDJWD9D7C",100,1,"experiment2-interactive-0.7",0,3
"12","01HN8VW4M12YPXWM797PV50HD0","01HN8WZHCKF3J9H60JC9F9FWBW","01HN8WT5FY22ZT4J7X4VVXCHKB",80,5,"experiment2-slider-0.7",2,5
"13","01HN8VW4M12YPXWM797PV50HD0","01HN8WZHCKF3J9H60JC9F9FWBW","01HN8WH3THS26GR664GHZ4SJVH",85,5,"experiment2-slider-0.7",1,7
"14","01HN8VW4M12YPXWM797PV50HD0","01HN8WZHCKF3J9H60JC9F9FWBW","01HN8WKAMZASB0QZ4J9133AV7J",7,5,"experiment2-slider-0.7",1,6
"15","01HN8VW4M12YPXWM797PV50HD0","01HN8WZHCJ6J7PD5Z74JH63F2W","01HN8WH3THS26GR664GHZ4SJVH",85,6,"experiment2-slider-0.7",1,7
"16","01HN8VW4M12YPXWM797PV50HD0","01HN8WZHCJ6J7PD5Z74JH63F2W","01HN8WT5FY22ZT4J7X4VVXCHKB",80,6,"experiment2-slider-0.7",2,5
"17","01HN8VW4M12YPXWM797PV50HD0","01HN8WZHCJ6J7PD5Z74JH63F2W","01HN8WKAMZASB0QZ4J9133AV7J",10,6,"experiment2-slider-0.7",1,6
"18","01HN8VW75MDMST7DFQ9EYCHE3V","01HN8X3AWMVFM36TT1AY3TTX4J","01HN8WWTP66QFX9WNBFB3XC6EX",50,1,"experiment2-slider-0.7",3,3
"19","01HN8VW75MDMST7DFQ9EYCHE3V","01HN8X3AWMVFM36TT1AY3TTX4J","01HN8WZCC15KVGMJZM59SR2VFG",86,1,"experiment2-slider-0.7",1,6
"20","01HN8VW75MDMST7DFQ9EYCHE3V","01HN8X3AWMVFM36TT1AY3TTX4J","01HN8WWPMZW3EB9T9KD3DGEP9D",64,1,"experiment2-slider-0.7",4,3
"21","01HN8VW75MDMST7DFQ9EYCHE3V","01HN8X3AWMVFM36TT1AY3TTX4J","01HN8X1D7F07ZPSDRJP27M2VZN",0,1,"experiment2-slider-0.7",0,0
"22","01HN8VW4M12YPXWM797PV50HD0","01HN8WZHCJ6J7PD5Z73FX14P39","01HN8WH3THS26GR664GHZ4SJVH",85,7,"experiment2-slider-0.7",1,7
"23","01HN8VW4M12YPXWM797PV50HD0","01HN8WZHCJ6J7PD5Z73FX14P39","01HN8WKAMZASB0QZ4J9133AV7J",90,7,"experiment2-slider-0.7",1,6
"24","01HN8VW4M12YPXWM797PV50HD0","01HN8WZHCJ6J7PD5Z73FX14P39","01HN8WT5FY22ZT4J7X4VVXCHKB",85,7,"experiment2-slider-0.7",2,5
"25","01HN8VW4M051ARWX18T7EKNNT8","01HN8X1CNZGJ0X63Y9K37NWV6V","01HN8WFS0FP014KCJK7JJDSJQP",80,2,"experiment2-interactive-0.7",1,5
"26","01HN8VW4M051ARWX18T7EKNNT8","01HN8X1CNZGJ0X63Y9K37NWV6V","01HN8WWNZQ0VB9XQN3V18JVK1F",75,2,"experiment2-interactive-0.7",0,2
"27","01HN8VW4M051ARWX18T7EKNNT8","01HN8X1CNZGJ0X63Y9K37NWV6V","01HN8WVXFEX730WAJDDJWD9D7C",100,2,"experiment2-interactive-0.7",0,3
"28","01HN8VW75MDMST7DFQ9EYCHE3V","01HN8X3AWP9PA6EVFSEKS7RSFZ","01HN8WWPMZW3EB9T9KD3DGEP9D",70,2,"experiment2-slider-0.7",4,3
"29","01HN8VW75MDMST7DFQ9EYCHE3V","01HN8X3AWP9PA6EVFSEKS7RSFZ","01HN8WZCC15KVGMJZM59SR2VFG",85,2,"experiment2-slider-0.7",1,6
"30","01HN8VW75MDMST7DFQ9EYCHE3V","01HN8X3AWP9PA6EVFSEKS7RSFZ","01HN8WWTP66QFX9WNBFB3XC6EX",50,2,"experiment2-slider-0.7",3,3
"31","01HN8VW75MDMST7DFQ9EYCHE3V","01HN8X3AWP9PA6EVFSEKS7RSFZ","01HN8X1D7F07ZPSDRJP27M2VZN",50,2,"experiment2-slider-0.7",0,0
"32","01HN8VW4M12YPXWM797PV50HD0","01HN8WZHCG2766SVRXYHKYFRM5","01HN8WH3THS26GR664GHZ4SJVH",85,8,"experiment2-slider-0.7",1,7
"33","01HN8VW4M12YPXWM797PV50HD0","01HN8WZHCG2766SVRXYHKYFRM5","01HN8WT5FY22ZT4J7X4VVXCHKB",90,8,"experiment2-slider-0.7",2,5
"34","01HN8VW4M12YPXWM797PV50HD0","01HN8WZHCG2766SVRXYHKYFRM5","01HN8WKAMZASB0QZ4J9133AV7J",90,8,"experiment2-slider-0.7",1,6
"35","01HN8VW75MDMST7DFQ9EYCHE3V","01HN8X3AWR8G23W3C6NZ48ZD0Z","01HN8WWPMZW3EB9T9KD3DGEP9D",32,3,"experiment2-slider-0.7",4,3
"36","01HN8VW75MDMST7DFQ9EYCHE3V","01HN8X3AWR8G23W3C6NZ48ZD0Z","01HN8X1D7F07ZPSDRJP27M2VZN",51,3,"experiment2-slider-0.7",0,0
"37","01HN8VW75MDMST7DFQ9EYCHE3V","01HN8X3AWR8G23W3C6NZ48ZD0Z","01HN8WZCC15KVGMJZM59SR2VFG",70,3,"experiment2-slider-0.7",1,6
"38","01HN8VW75MDMST7DFQ9EYCHE3V","01HN8X3AWR8G23W3C6NZ48ZD0Z","01HN8WWTP66QFX9WNBFB3XC6EX",84,3,"experiment2-slider-0.7",3,3
"39","01HN8VW4M12YPXWM797PV50HD0","01HN8WZHCJ6J7PD5Z741XX4NEB","01HN8WT5FY22ZT4J7X4VVXCHKB",75,9,"experiment2-slider-0.7",2,5
"40","01HN8VW4M12YPXWM797PV50HD0","01HN8WZHCJ6J7PD5Z741XX4NEB","01HN8WKAMZASB0QZ4J9133AV7J",90,9,"experiment2-slider-0.7",1,6
"41","01HN8VW4M12YPXWM797PV50HD0","01HN8WZHCJ6J7PD5Z741XX4NEB","01HN8WH3THS26GR664GHZ4SJVH",85,9,"experiment2-slider-0.7",1,7
"42","01HN8VW75MDMST7DFQ9EYCHE3V","01HN8X3AWSVDYWKHEET78816PA","01HN8WWPMZW3EB9T9KD3DGEP9D",31,4,"experiment2-slider-0.7",4,3
"43","01HN8VW75MDMST7DFQ9EYCHE3V","01HN8X3AWSVDYWKHEET78816PA","01HN8WZCC15KVGMJZM59SR2VFG",80,4,"experiment2-slider-0.7",1,6
"44","01HN8VW75MDMST7DFQ9EYCHE3V","01HN8X3AWSVDYWKHEET78816PA","01HN8WWTP66QFX9WNBFB3XC6EX",36,4,"experiment2-slider-0.7",3,3
"45","01HN8VW75MDMST7DFQ9EYCHE3V","01HN8X3AWSVDYWKHEET78816PA","01HN8X1D7F07ZPSDRJP27M2VZN",70,4,"experiment2-slider-0.7",0,0
"46","01HN8VW75MDMST7DFQ9EYCHE3V","01HN8X3AWQ1DXJGNBZGS34FJT7","01HN8WWPMZW3EB9T9KD3DGEP9D",29,5,"experiment2-slider-0.7",4,3
"47","01HN8VW75MDMST7DFQ9EYCHE3V","01HN8X3AWQ1DXJGNBZGS34FJT7","01HN8WZCC15KVGMJZM59SR2VFG",65,5,"experiment2-slider-0.7",1,6
"48","01HN8VW75MDMST7DFQ9EYCHE3V","01HN8X3AWQ1DXJGNBZGS34FJT7","01HN8WWTP66QFX9WNBFB3XC6EX",70,5,"experiment2-slider-0.7",3,3
"49","01HN8VW75MDMST7DFQ9EYCHE3V","01HN8X3AWQ1DXJGNBZGS34FJT7","01HN8X1D7F07ZPSDRJP27M2VZN",50,5,"experiment2-slider-0.7",0,0
"50","01HN8VW4M051ARWX18T7EKNNT8","01HN8X1CP000EXT77E0Q9CA6AH","01HN8WQEJZRX09DPVACEVBQB5A",91,3,"experiment2-interactive-0.7",1,1
"51","01HN8VW4M051ARWX18T7EKNNT8","01HN8X1CP000EXT77E0Q9CA6AH","01HN8WFS0FP014KCJK7JJDSJQP",75,3,"experiment2-interactive-0.7",1,5
"52","01HN8VW4M051ARWX18T7EKNNT8","01HN8X1CP000EXT77E0Q9CA6AH","01HN8WVXFEX730WAJDDJWD9D7C",80,3,"experiment2-interactive-0.7",0,3
"53","01HN8VW4M051ARWX18T7EKNNT8","01HN8X1CP000EXT77E0Q9CA6AH","01HN8WWNZQ0VB9XQN3V18JVK1F",75,3,"experiment2-interactive-0.7",0,2
"54","01HN8VW75MDMST7DFQ9EYCHE3V","01HN8X3AWSVDYWKHEETS7SYJKD","01HN8WWPMZW3EB9T9KD3DGEP9D",31,6,"experiment2-slider-0.7",4,3
"55","01HN8VW75MDMST7DFQ9EYCHE3V","01HN8X3AWSVDYWKHEETS7SYJKD","01HN8WWTP66QFX9WNBFB3XC6EX",58,6,"experiment2-slider-0.7",3,3
"56","01HN8VW75MDMST7DFQ9EYCHE3V","01HN8X3AWSVDYWKHEETS7SYJKD","01HN8X1D7F07ZPSDRJP27M2VZN",40,6,"experiment2-slider-0.7",0,0
"57","01HN8VW75MDMST7DFQ9EYCHE3V","01HN8X3AWSVDYWKHEETS7SYJKD","01HN8WZCC15KVGMJZM59SR2VFG",60,6,"experiment2-slider-0.7",1,6
"58","01HN8VW75MDMST7DFQ91AXRDPK","01HN8X590RAW6CPYQSY0PXHEZ2","01HN8WVT6H7ER66EH9TZRVFX07",85,1,"experiment2-interactive-0.7",0,4
"59","01HN8VW75MDMST7DFQ91AXRDPK","01HN8X590RAW6CPYQSY0PXHEZ2","01HN8X282NVVR6E44GGSNJ99ZP",0,1,"experiment2-interactive-0.7",0,0
"60","01HN8VW75MDMST7DFQ91AXRDPK","01HN8X590RAW6CPYQSY0PXHEZ2","01HN8X1KP5TGHQK6BQ71TJR8E5",87,1,"experiment2-interactive-0.7",1,3
"61","01HN8VW75MDMST7DFQ91AXRDPK","01HN8X590RAW6CPYQSY0PXHEZ2","01HN8WXV114P8JEJGK5G1MH3Q0",80,1,"experiment2-interactive-0.7",2,5
"62","01HN8VW75MDMST7DFQ9EYCHE3V","01HN8X3AWV3SAAS24SKJPM8PF3","01HN8WWPMZW3EB9T9KD3DGEP9D",31,7,"experiment2-slider-0.7",4,3
"63","01HN8VW75MDMST7DFQ9EYCHE3V","01HN8X3AWV3SAAS24SKJPM8PF3","01HN8WZCC15KVGMJZM59SR2VFG",61,7,"experiment2-slider-0.7",1,6
"64","01HN8VW75MDMST7DFQ9EYCHE3V","01HN8X3AWV3SAAS24SKJPM8PF3","01HN8WWTP66QFX9WNBFB3XC6EX",38,7,"experiment2-slider-0.7",3,3
"65","01HN8VW75MDMST7DFQ9EYCHE3V","01HN8X3AWV3SAAS24SKJPM8PF3","01HN8X1D7F07ZPSDRJP27M2VZN",50,7,"experiment2-slider-0.7",0,0
"66","01HN8VW75MDMST7DFQ9EYCHE3V","01HN8X3AWT6GG1ZTMX5DSCTEA7","01HN8WWTP66QFX9WNBFB3XC6EX",58,8,"experiment2-slider-0.7",3,3
"67","01HN8VW75MDMST7DFQ9EYCHE3V","01HN8X3AWT6GG1ZTMX5DSCTEA7","01HN8WZCC15KVGMJZM59SR2VFG",55,8,"experiment2-slider-0.7",1,6
"68","01HN8VW75MDMST7DFQ9EYCHE3V","01HN8X3AWT6GG1ZTMX5DSCTEA7","01HN8WWPMZW3EB9T9KD3DGEP9D",30,8,"experiment2-slider-0.7",4,3
