id,batchID,batchIDLastChangedAt,confidence,confidenceLastChangedAt,gameID,gameIDLastChangedAt,guess,guessLastChangedAt,playerID,playerIDLastChangedAt,roundID,roundIDLastChangedAt,stageID,stageIDLastChangedAt,submit,submitLastChangedAt
01JGMG72SB6KXY0CY1TYBV0G9D,01JGMFH3RQY60CFR1HXMT0QMZ9,2025-01-02T21:54:45.675891403Z,70,2025-01-02T21:54:53.226118913Z,01JGMFH3RZ8FYC2SSVKV06ARMH,2025-01-02T21:54:45.675891403Z,84,2025-01-02T21:54:53.225656039Z,01JGMFT7VEG51E3F3D4YARKG2P,2025-01-02T21:54:45.675891403Z,01JGMG3CWSK6BZB7HG71QSQABS,2025-01-02T21:54:45.675891403Z,01JGMG3CZ06XM1ZC3VP21MCJEH,2025-01-02T21:54:45.675891403Z,true,2025-01-02T21:54:53.227632494Z
01JGMG80638Q2232E3JHNWR3YC,01JGMFH3RQY60CFR1HXMT0QMZ9,2025-01-02T21:55:15.779166716Z,,,01JGMFH3RZ8FYC2SSVKV06ARMH,2025-01-02T21:55:15.779166716Z,,,01JGMFV7CM3TKM2NANYH3JA006,2025-01-02T21:55:15.779166716Z,01JGMG3CX6G26EQDHSS66162FX,2025-01-02T21:55:15.779166716Z,01JGMG3D0D36B20HB6CE19MYT8,2025-01-02T21:55:15.779166716Z,,
01JGMG8XH76JZP41DF2JB85N2J,01JGMFH3RQY60CFR1HXMT0QMZ9,2025-01-02T21:55:45.831783473Z,41,2025-01-02T21:56:01.747615616Z,01JGMFH3RZ8FYC2SSVKV06ARMH,2025-01-02T21:55:45.831783473Z,67,2025-01-02T21:56:01.746474263Z,01JGMFV7CM3TKM2NANYH3JA006,2025-01-02T21:55:45.831783473Z,01JGMG3CX6G26EQDHSS66162FX,2025-01-02T21:55:45.831783473Z,01JGMG3D0EVQKZB6E5N41X2ST5,2025-01-02T21:55:45.831783473Z,true,2025-01-02T21:56:01.747052099Z
01JGMG9ME3Z7P8FGEVTER1RGD1,01JGMFH3RQY60CFR1HXMT0QMZ9,2025-01-02T21:56:09.283603392Z,,,01JGMFH3RZ8FYC2SSVKV06ARMH,2025-01-02T21:56:09.283603392Z,,,01JGMFV7CM3TKM2NANYH3JA006,2025-01-02T21:56:09.283603392Z,01JGMG3CX7CAHE6WMGXN0TTVGH,2025-01-02T21:56:09.283603392Z,01JGMG3D3GSWF2HRMQ5C8WGSK1,2025-01-02T21:56:09.283603392Z,,
01JGMGAHRJKKEA1ZWWA1M616SW,01JGMFH3RQY60CFR1HXMT0QMZ9,2025-01-02T21:56:39.314435313Z,30,2025-01-02T21:56:45.155676816Z,01JGMFH3RZ8FYC2SSVKV06ARMH,2025-01-02T21:56:39.314435313Z,69,2025-01-02T21:56:45.157047023Z,01JGMFT7VEG51E3F3D4YARKG2P,2025-01-02T21:56:39.314435313Z,01JGMG3CX7CAHE6WMGXN0TTVGH,2025-01-02T21:56:39.314435313Z,01JGMG3D3HMT6PB1HJVR3978QB,2025-01-02T21:56:39.314435313Z,true,2025-01-02T21:56:45.15649583Z
01JGMGEXYQSR3C65CKNGXBBZ2F,01JGMFH3RQY60CFR1HXMT0QMZ9,2025-01-02T21:59:02.872022714Z,62,2025-01-02T21:59:13.209215432Z,01JGMFH3RZ8FYC2SSVKV06ARMH,2025-01-02T21:59:02.872022714Z,80,2025-01-02T21:59:13.199849499Z,01JGMFTRTS5NW0W64K3X48FSRZ,2025-01-02T21:59:02.872022714Z,01JGMG3CX8E7TQ8EDYT6JDXKQD,2025-01-02T21:59:02.872022714Z,01JGMG3D2JMNFN95F31C0B1K67,2025-01-02T21:59:02.872022714Z,true,2025-01-02T21:59:13.208208725Z
01JGMGFC9RQQ1WFVC5DRFNHWN7,01JGMFH3RQY60CFR1HXMT0QMZ9,2025-01-02T21:59:17.560981224Z,,,01JGMFH3RZ8FYC2SSVKV06ARMH,2025-01-02T21:59:17.560981224Z,,,01JGMFTRTS5NW0W64K3X48FSRZ,2025-01-02T21:59:17.560981224Z,01JGMG3CX8E7TQ8EDYTW4HYN6D,2025-01-02T21:59:17.560981224Z,01JGMG3D2Q01A843F7WMX3Q739,2025-01-02T21:59:17.560981224Z,,
01JGMG3DCD16N47RMQEAZNPER1,01JGMFH3RQY60CFR1HXMT0QMZ9,2025-01-02T21:52:45.453502861Z,,,01JGMFH3RZ8FYC2SSVKV06ARMH,2025-01-02T21:52:45.453502861Z,,,01JGMFTQ876RRPVGR84MYJC3KF,2025-01-02T21:52:45.453502861Z,01JGMG3CWSK6BZB7HG6D7791HQ,2025-01-02T21:52:45.453502861Z,01JGMG3CZK9NDTFDEQXJ6RCWGJ,2025-01-02T21:52:45.453502861Z,,
01JGMG4AQARKQBK3YRWRRXKQJ4,01JGMFH3RQY60CFR1HXMT0QMZ9,2025-01-02T21:53:15.498835313Z,,,01JGMFH3RZ8FYC2SSVKV06ARMH,2025-01-02T21:53:15.498835313Z,,,01JGMFTQ876RRPVGR84MYJC3KF,2025-01-02T21:53:15.498835313Z,01JGMG3CWSK6BZB7HG6D7791HQ,2025-01-02T21:53:15.498835313Z,01JGMG3CZMTGKAF5V6K9YANPFJ,2025-01-02T21:53:15.498835313Z,,
01JGMG72SH58FSRASGJHE9QW3A,01JGMFH3RQY60CFR1HXMT0QMZ9,2025-01-02T21:54:45.68125439Z,,,01JGMFH3RZ8FYC2SSVKV06ARMH,2025-01-02T21:54:45.68125439Z,,,01JGMFTQ876RRPVGR84MYJC3KF,2025-01-02T21:54:45.68125439Z,01JGMG3CWSK6BZB7HG71QSQABS,2025-01-02T21:54:45.68125439Z,01JGMG3CZ06XM1ZC3VP21MCJEH,2025-01-02T21:54:45.68125439Z,,
