gameID,playerID,nRabbits,nSquirrels
1,1,1,0
1,2,6,3
1,3,5,1
1,4,0,0
2,5,7,1
2,6,5,3
2,7,1,0
2,8,2,0
3,9,3,1
3,10,5,0
3,11,5,2
3,12,2,1
4,13,1,2
4,14,3,6
4,15,0,1
4,16,5,2
5,17,3,2
5,18,7,2
5,19,4,1
5,20,7,2
6,21,1,0
6,22,8,1
6,23,1,0
6,24,0,1
7,25,8,1
7,26,7,0
7,27,0,0
7,28,0,0
8,29,1,0
8,30,4,3
8,31,1,0
8,32,7,2
9,33,7,1
9,34,0,0
9,35,1,0
9,36,5,4
10,37,6,1
10,38,3,4
10,39,6,2
10,40,7,0
11,41,2,0
11,42,7,1
11,43,6,1
11,44,1,1
12,45,7,2
12,46,0,0
12,47,1,0
12,48,0,1
13,49,7,2
13,50,2,1
13,51,4,1
13,52,0,0
14,53,2,3
14,54,6,1
14,55,5,2
14,56,3,0
15,57,5,0
15,58,3,2
15,59,0,0
15,60,3,0
16,61,6,1
16,62,3,1
16,63,8,1
16,64,3,4
17,65,5,2
17,66,4,0
17,67,1,0
17,68,4,1
18,69,0,0
18,70,5,3
18,71,3,4
18,72,2,0
19,73,3,2
19,74,0,0
19,75,3,3
19,76,6,0
20,77,6,1
20,78,8,0
20,79,3,1
20,80,1,0
21,81,4,1
21,82,2,3
21,83,5,3
21,84,1,2
22,85,2,0
22,86,4,3
22,87,5,3
22,88,0,0
23,89,4,4
23,90,0,1
23,91,2,3
23,92,1,1
24,93,2,2
24,94,6,3
24,95,4,4
24,96,4,2
25,97,4,4
25,98,0,0
25,99,5,4
25,100,5,0
26,101,3,1
26,102,2,2
26,103,3,4
26,104,2,1
27,105,2,1
27,106,3,5
27,107,1,3
27,108,4,1
28,109,3,2
28,110,4,0
28,111,1,0
28,112,4,3
29,113,5,2
29,114,5,4
29,115,1,3
29,116,5,4
30,117,0,0
30,118,1,2
30,119,5,3
30,120,1,1
31,121,5,1
31,122,0,0
31,123,6,3
31,124,3,1
32,125,1,1
32,126,4,0
32,127,1,0
32,128,7,0
33,129,3,2
33,130,3,4
33,131,7,1
33,132,6,2
34,133,4,2
34,134,2,1
34,135,5,2
34,136,2,1
35,137,2,2
35,138,1,2
35,139,5,3
35,140,3,2
36,141,5,1
36,142,7,1
36,143,6,3
36,144,1,0
37,145,6,2
37,146,1,1
37,147,3,1
37,148,3,2
38,149,2,2
38,150,3,2
38,151,3,1
38,152,3,3
39,153,6,3
39,154,1,0
39,155,5,4
39,156,1,1
40,157,1,2
40,158,0,0
40,159,2,1
40,160,6,1
41,161,2,0
41,162,6,3
41,163,0,0
41,164,4,3
42,165,5,1
42,166,0,0
42,167,6,1
42,168,0,0
43,169,4,2
43,170,2,0
43,171,4,5
43,172,4,1
44,173,7,2
44,174,5,2
44,175,2,0
44,176,3,2
45,177,2,2
45,178,2,0
45,179,7,2
45,180,5,3
46,181,1,0
46,182,2,0
46,183,6,1
46,184,0,1
47,185,6,3
47,186,4,2
47,187,4,1
47,188,2,3
48,189,1,0
48,190,6,2
48,191,5,4
48,192,7,1
49,193,0,1
49,194,3,2
49,195,5,2
49,196,0,0
50,197,1,0
50,198,0,0
50,199,2,1
50,200,5,2
51,201,4,0
51,202,4,1
51,203,5,2
51,204,4,2
52,205,6,0
52,206,0,0
52,207,0,3
52,208,4,2
53,209,5,1
53,210,0,0
53,211,5,4
53,212,7,1
54,213,5,4
54,214,2,3
54,215,1,0
54,216,2,1
55,217,4,1
55,218,4,4
55,219,5,0
55,220,0,0
56,221,7,1
56,222,4,1
56,223,0,0
56,224,2,3
57,225,1,1
57,226,6,0
57,227,0,2
57,228,8,1
58,229,2,2
58,230,2,2
58,231,0,1
58,232,2,3
59,233,0,0
59,234,6,3
59,235,7,2
59,236,1,0
60,237,3,0
60,238,2,6
60,239,5,0
60,240,7,1
61,241,3,1
61,242,6,1
61,243,0,0
61,244,0,0
62,245,2,1
62,246,1,1
62,247,3,0
62,248,2,1
63,249,8,1
63,250,3,2
63,251,4,1
63,252,4,3
64,253,7,2
64,254,0,0
64,255,6,3
64,256,2,0
65,257,5,4
65,258,4,4
65,259,2,3
65,260,7,0
66,261,5,2
66,262,3,1
66,263,0,0
66,264,1,2
67,265,2,2
