id,gameID,gameIDLastChangedAt,start,startLastChangedAt,duration,durationLastChangedAt,ended,endedLastChangedAt,index,indexLastChangedAt,initialized,initializedLastChangedAt,name,nameLastChangedAt,batchID,batchIDLastChangedAt,roundID,roundIDLastChangedAt,timerID,timerIDLastChangedAt,started,startedLastChangedAt
01HNDC3RYNGXRE24NAAQQNGDGX,01HNDC24YW8330C3H47G3JKDYP,2024-01-30T14:24:32.725644612Z,true,2024-01-30T14:24:33.116300098Z,30,2024-01-30T14:24:32.725644612Z,true,2024-01-30T14:25:03.196946339Z,0,2024-01-30T14:24:32.725644612Z,true,2024-01-30T14:24:33.175035288Z,observe,2024-01-30T14:24:32.725644612Z,01HNDC24XVX52SMTNY59XNXGAF,2024-01-30T14:24:32.725644612Z,01HNDC3RVK5GGZ57A99Q07T3BG,2024-01-30T14:24:32.725644612Z,01HNDC3RXG91P23YSXQ7070JGV,2024-01-30T14:24:32.725644612Z,true,2024-01-30T14:24:33.192720037Z
01HNDC3RYVBA8G2DMBHAZYBJMG,01HNDC24YW8330C3H47G3JKDYP,2024-01-30T14:24:32.731834882Z,true,2024-01-30T14:27:14.970299696Z,30,2024-01-30T14:24:32.731834882Z,true,2024-01-30T14:27:28.298158126Z,0,2024-01-30T14:24:32.731834882Z,true,2024-01-30T14:27:15.018308541Z,observe,2024-01-30T14:24:32.731834882Z,01HNDC24XVX52SMTNY59XNXGAF,2024-01-30T14:24:32.731834882Z,01HNDC3RWNQHY1QMFFJ3605PAT,2024-01-30T14:24:32.731834882Z,01HNDC3RXRZF3M037NVEAY0DH7,2024-01-30T14:24:32.731834882Z,true,2024-01-30T14:27:15.039126088Z
01HNDC3RZ62AN97MCTVZV1XRFQ,01HNDC24YW8330C3H47G3JKDYP,2024-01-30T14:24:32.742809581Z,true,2024-01-30T14:27:28.416350791Z,30,2024-01-30T14:24:32.742809581Z,true,2024-01-30T14:27:36.375864408Z,0,2024-01-30T14:24:32.742809581Z,true,2024-01-30T14:27:28.461041076Z,observe,2024-01-30T14:24:32.742809581Z,01HNDC24XVX52SMTNY59XNXGAF,2024-01-30T14:24:32.742809581Z,01HNDC3RWPF22NTRJD423CC5BY,2024-01-30T14:24:32.742809581Z,01HNDC3RY0D7ZDH2KT62G3BJ5P,2024-01-30T14:24:32.742809581Z,true,2024-01-30T14:27:28.488498008Z
01HNDC3RZ9XQ4D3T4GBP0MD4WH,01HNDC24YW8330C3H47G3JKDYP,2024-01-30T14:24:32.745816285Z,true,2024-01-30T14:25:29.728040369Z,30,2024-01-30T14:24:32.745816285Z,true,2024-01-30T14:25:59.774212806Z,0,2024-01-30T14:24:32.745816285Z,true,2024-01-30T14:25:29.753423731Z,observe,2024-01-30T14:24:32.745816285Z,01HNDC24XVX52SMTNY59XNXGAF,2024-01-30T14:24:32.745816285Z,01HNDC3RVRAA65GMNM9VGNAWB9,2024-01-30T14:24:32.745816285Z,01HNDC3RYA2VGW0SBGW2CHMB7S,2024-01-30T14:24:32.745816285Z,true,2024-01-30T14:25:29.769777358Z
01HNDC3RZKY0X2CE4H5QNEH932,01HNDC24YW8330C3H47G3JKDYP,2024-01-30T14:24:32.755261121Z,true,2024-01-30T14:25:03.276937597Z,30,2024-01-30T14:24:32.755261121Z,true,2024-01-30T14:25:29.647656764Z,0,2024-01-30T14:24:32.755261121Z,true,2024-01-30T14:25:03.303385933Z,observe,2024-01-30T14:24:32.755261121Z,01HNDC24XVX52SMTNY59XNXGAF,2024-01-30T14:24:32.755261121Z,01HNDC3RVTJENSJAXM46EPJ78P,2024-01-30T14:24:32.755261121Z,01HNDC3RYBS9K5F238TK8WG8RS,2024-01-30T14:24:32.755261121Z,true,2024-01-30T14:25:03.3199123Z
01HNDC3S0TFBS408Q8BR4CY41G,01HNDC24YW8330C3H47G3JKDYP,2024-01-30T14:24:32.79498043Z,true,2024-01-30T14:26:18.57350348Z,30,2024-01-30T14:24:32.79498043Z,true,2024-01-30T14:26:43.867131286Z,0,2024-01-30T14:24:32.79498043Z,true,2024-01-30T14:26:18.599078892Z,observe,2024-01-30T14:24:32.79498043Z,01HNDC24XVX52SMTNY59XNXGAF,2024-01-30T14:24:32.79498043Z,01HNDC3RW164QMBJ7423VWW4GW,2024-01-30T14:24:32.79498043Z,01HNDC3RX26MEC57FANK5RXNQ7,2024-01-30T14:24:32.79498043Z,true,2024-01-30T14:26:18.616332628Z
01HNDC3S0XQBT338QEGXA4CZHD,01HNDC24YW8330C3H47G3JKDYP,2024-01-30T14:24:32.797533899Z,true,2024-01-30T14:25:59.855236004Z,30,2024-01-30T14:24:32.797533899Z,true,2024-01-30T14:26:18.484152318Z,0,2024-01-30T14:24:32.797533899Z,true,2024-01-30T14:25:59.878831254Z,observe,2024-01-30T14:24:32.797533899Z,01HNDC24XVX52SMTNY59XNXGAF,2024-01-30T14:24:32.797533899Z,01HNDC3RW3WHQ4ETH8K6R783WZ,2024-01-30T14:24:32.797533899Z,01HNDC3RX5ATY06TB6F8HEDRBP,2024-01-30T14:24:32.797533899Z,true,2024-01-30T14:25:59.892886774Z
01HNDC3S56X1Z5MYBP7WV8T1KE,01HNDC24YW8330C3H47G3JKDYP,2024-01-30T14:24:32.935028133Z,true,2024-01-30T14:27:00.761614882Z,30,2024-01-30T14:24:32.935028133Z,true,2024-01-30T14:27:14.834118392Z,0,2024-01-30T14:24:32.935028133Z,true,2024-01-30T14:27:00.799909516Z,observe,2024-01-30T14:24:32.935028133Z,01HNDC24XVX52SMTNY59XNXGAF,2024-01-30T14:24:32.935028133Z,01HNDC3RVN0FAV4FZZKMS40ZKW,2024-01-30T14:24:32.935028133Z,01HNDC3RZKY0X2CE4H5P08Y1HM,2024-01-30T14:24:32.935028133Z,true,2024-01-30T14:27:00.818350861Z
01HNDC3S5B2FE5VYSTJC7R0N6W,01HNDC24YW8330C3H47G3JKDYP,2024-01-30T14:24:32.939241269Z,true,2024-01-30T14:26:43.981108867Z,30,2024-01-30T14:24:32.939241269Z,true,2024-01-30T14:27:00.653525723Z,0,2024-01-30T14:24:32.939241269Z,true,2024-01-30T14:26:44.039456237Z,observe,2024-01-30T14:24:32.939241269Z,01HNDC24XVX52SMTNY59XNXGAF,2024-01-30T14:24:32.939241269Z,01HNDC3RWFBQ66170NKMQ6WPTT,2024-01-30T14:24:32.939241269Z,01HNDC3RZKY0X2CE4H5P5RMVXA,2024-01-30T14:24:32.939241269Z,true,2024-01-30T14:26:44.062704547Z
01HNDC4E3M9XR2W6578YF32XVR,01HNDC2A4W0MVF0WFWE3QRW4PK,2024-01-30T14:24:54.388522731Z,true,2024-01-30T14:26:21.875200176Z,30,2024-01-30T14:24:54.388522731Z,true,2024-01-30T14:26:31.241626752Z,0,2024-01-30T14:24:54.388522731Z,true,2024-01-30T14:26:21.911794188Z,observe,2024-01-30T14:24:54.388522731Z,01HNDC2A4FBQ000N9557VJ501H,2024-01-30T14:24:54.388522731Z,01HNDC4E1NG11KJTP0NRKN0CRP,2024-01-30T14:24:54.388522731Z,01HNDC4E2JPHTDQF494JF9JHWT,2024-01-30T14:24:54.388522731Z,true,2024-01-30T14:26:21.934047324Z
01HNDC4E3WCNBY2G9YC1D5F0H6,01HNDC2A4W0MVF0WFWE3QRW4PK,2024-01-30T14:24:54.396541197Z,true,2024-01-30T14:24:54.757783016Z,30,2024-01-30T14:24:54.396541197Z,true,2024-01-30T14:25:24.812454016Z,0,2024-01-30T14:24:54.396541197Z,true,2024-01-30T14:24:54.791550474Z,observe,2024-01-30T14:24:54.396541197Z,01HNDC2A4FBQ000N9557VJ501H,2024-01-30T14:24:54.396541197Z,01HNDC4E1D1G5G1W236NYAWBJG,2024-01-30T14:24:54.396541197Z,01HNDC4E371WXHK8GDNZTAAFD0,2024-01-30T14:24:54.396541197Z,true,2024-01-30T14:24:54.806747909Z
01HNDC4E459NP0C7Q7WNQQQBX2,01HNDC2A4W0MVF0WFWE3QRW4PK,2024-01-30T14:24:54.405880924Z,true,2024-01-30T14:27:17.888958023Z,30,2024-01-30T14:24:54.405880924Z,true,2024-01-30T14:27:24.892596703Z,0,2024-01-30T14:24:54.405880924Z,true,2024-01-30T14:27:17.939238587Z,observe,2024-01-30T14:24:54.405880924Z,01HNDC2A4FBQ000N9557VJ501H,2024-01-30T14:24:54.405880924Z,01HNDC4E25KG57AT8WASN5R0BH,2024-01-30T14:24:54.405880924Z,01HNDC4E3HDKT4912WXKMSZYE6,2024-01-30T14:24:54.405880924Z,true,2024-01-30T14:27:17.968953286Z
01HNDC4E5A1XJAV5FCF2YBXRCF,01HNDC2A4W0MVF0WFWE3QRW4PK,2024-01-30T14:24:54.44216979Z,true,2024-01-30T14:25:51.509408812Z,30,2024-01-30T14:24:54.44216979Z,true,2024-01-30T14:26:07.553105297Z,0,2024-01-30T14:24:54.44216979Z,true,2024-01-30T14:25:51.535567526Z,observe,2024-01-30T14:24:54.44216979Z,01HNDC2A4FBQ000N9557VJ501H,2024-01-30T14:24:54.44216979Z,01HNDC4E1G4RYCZ5F7XYSDSR4C,2024-01-30T14:24:54.44216979Z,01HNDC4E3SNK8QZ389ETANDVFH,2024-01-30T14:24:54.44216979Z,true,2024-01-30T14:25:51.548271319Z
01HNDC4E5PE912XTXMHRNHH321,01HNDC2A4W0MVF0WFWE3QRW4PK,2024-01-30T14:24:54.454980754Z,true,2024-01-30T14:26:31.35267677Z,30,2024-01-30T14:24:54.454980754Z,true,2024-01-30T14:26:47.587932446Z,0,2024-01-30T14:24:54.454980754Z,true,2024-01-30T14:26:31.39106266Z,observe,2024-01-30T14:24:54.454980754Z,01HNDC2A4FBQ000N9557VJ501H,2024-01-30T14:24:54.454980754Z,01HNDC4E1SJ3DHXJ565CJ3J1D9,2024-01-30T14:24:54.454980754Z,01HNDC4E4KET8JF0SZGCTDTN3Q,2024-01-30T14:24:54.454980754Z,true,2024-01-30T14:26:31.41659042Z
01HNDC4E5ZQKHW7XVSDM0EEX40,01HNDC2A4W0MVF0WFWE3QRW4PK,2024-01-30T14:24:54.463986033Z,true,2024-01-30T14:26:07.647373671Z,30,2024-01-30T14:24:54.463986033Z,true,2024-01-30T14:26:21.779909054Z,0,2024-01-30T14:24:54.463986033Z,true,2024-01-30T14:26:07.676399472Z,observe,2024-01-30T14:24:54.463986033Z,01HNDC2A4FBQ000N9557VJ501H,2024-01-30T14:24:54.463986033Z,01HNDC4E1J63GAGKH76W5ZV3K5,2024-01-30T14:24:54.463986033Z,01HNDC4E4PC05YBYH69ZKCHZ4W,2024-01-30T14:24:54.463986033Z,true,2024-01-30T14:26:07.706710051Z
01HNDC4E62VFVHW90FFZHVKEEJ,01HNDC2A4W0MVF0WFWE3QRW4PK,2024-01-30T14:24:54.466062468Z,true,2024-01-30T14:26:47.707405789Z,30,2024-01-30T14:24:54.466062468Z,true,2024-01-30T14:26:56.621527469Z,0,2024-01-30T14:24:54.466062468Z,true,2024-01-30T14:26:47.751043535Z,observe,2024-01-30T14:24:54.466062468Z,01HNDC2A4FBQ000N9557VJ501H,2024-01-30T14:24:54.466062468Z,01HNDC4E20D5HDGJSB4SKVC3PJ,2024-01-30T14:24:54.466062468Z,01HNDC4E4QD9DZ5MZMQMQESKR9,2024-01-30T14:24:54.466062468Z,true,2024-01-30T14:26:47.775112796Z
01HNDC4E9FDAS1BKEHF6WPS8P7,01HNDC2A4W0MVF0WFWE3QRW4PK,2024-01-30T14:24:54.575696526Z,true,2024-01-30T14:25:24.879363818Z,30,2024-01-30T14:24:54.575696526Z,true,2024-01-30T14:25:51.439133273Z,0,2024-01-30T14:24:54.575696526Z,true,2024-01-30T14:25:24.903161753Z,observe,2024-01-30T14:24:54.575696526Z,01HNDC2A4FBQ000N9557VJ501H,2024-01-30T14:24:54.575696526Z,01HNDC4E23ZNQDPHACJFGY8YSS,2024-01-30T14:24:54.575696526Z,01HNDC4E4X66KZGSNSZNPMH7NE,2024-01-30T14:24:54.575696526Z,true,2024-01-30T14:25:24.916845675Z
01HNDC4E9ZFASKXWW9YNVANPFQ,01HNDC2A4W0MVF0WFWE3QRW4PK,2024-01-30T14:24:54.59168174Z,true,2024-01-30T14:26:56.736081425Z,30,2024-01-30T14:24:54.59168174Z,true,2024-01-30T14:27:17.753994887Z,0,2024-01-30T14:24:54.59168174Z,true,2024-01-30T14:26:56.769703065Z,observe,2024-01-30T14:24:54.59168174Z,01HNDC2A4FBQ000N9557VJ501H,2024-01-30T14:24:54.59168174Z,01HNDC4E1Q6J9G3D3NYYK1ZECW,2024-01-30T14:24:54.59168174Z,01HNDC4E4Y26C665W6QHA2RZ2V,2024-01-30T14:24:54.59168174Z,true,2024-01-30T14:26:56.786355761Z
01HNDC5E71P1NGGEVJHPN3CP4E,01HNDC24YTK2BJ29Y3EBY2BC28,2024-01-30T14:25:27.265887466Z,true,2024-01-30T14:31:58.377867588Z,30,2024-01-30T14:25:27.265887466Z,true,2024-01-30T14:32:28.698684728Z,0,2024-01-30T14:25:27.265887466Z,true,2024-01-30T14:31:58.552578945Z,send,2024-01-30T14:25:27.265887466Z,01HNDC24XVX52SMTNY59XNXGAF,2024-01-30T14:25:27.265887466Z,01HNDC5E4B4B703V96XBF245PM,2024-01-30T14:25:27.265887466Z,01HNDC5E5H6JMA4HXTE65QTMMJ,2024-01-30T14:25:27.265887466Z,true,2024-01-30T14:31:58.647644254Z
01HNDC5E74F1BYRTDY5EC3T1N3,01HNDC24YTK2BJ29Y3EBY2BC28,2024-01-30T14:25:27.268448389Z,true,2024-01-30T14:32:28.753355339Z,30,2024-01-30T14:25:27.268448389Z,true,2024-01-30T14:32:36.411749825Z,1,2024-01-30T14:25:27.268448389Z,true,2024-01-30T14:32:28.873459698Z,observe,2024-01-30T14:25:27.268448389Z,01HNDC24XVX52SMTNY59XNXGAF,2024-01-30T14:25:27.268448389Z,01HNDC5E4B4B703V96XBF245PM,2024-01-30T14:25:27.268448389Z,01HNDC5E6F6RKW9JCWAA2X4731,2024-01-30T14:25:27.268448389Z,true,2024-01-30T14:32:28.92672983Z
01HNDC5E7D4ARTGGHGWBR4ZY8G,01HNDC24YTK2BJ29Y3EBY2BC28,2024-01-30T14:25:27.277204226Z,true,2024-01-30T14:31:05.937999161Z,30,2024-01-30T14:25:27.277204226Z,true,2024-01-30T14:31:36.421133893Z,0,2024-01-30T14:25:27.277204226Z,true,2024-01-30T14:31:06.15705698Z,send,2024-01-30T14:25:27.277204226Z,01HNDC24XVX52SMTNY59XNXGAF,2024-01-30T14:25:27.277204226Z,01HNDC5E51PK66Z6W1PZRG1PQJ,2024-01-30T14:25:27.277204226Z,01HNDC5E5PPGVHNZF5JJVWNFZD,2024-01-30T14:25:27.277204226Z,true,2024-01-30T14:31:06.249885946Z
01HNDC5E7N456DAP396Y660B62,01HNDC24YTK2BJ29Y3EBY2BC28,2024-01-30T14:25:27.285454171Z,true,2024-01-30T14:31:36.542076864Z,30,2024-01-30T14:25:27.285454171Z,true,2024-01-30T14:31:57.374420945Z,1,2024-01-30T14:25:27.285454171Z,true,2024-01-30T14:31:36.731651095Z,observe,2024-01-30T14:25:27.285454171Z,01HNDC24XVX52SMTNY59XNXGAF,2024-01-30T14:25:27.285454171Z,01HNDC5E51PK66Z6W1PZRG1PQJ,2024-01-30T14:25:27.285454171Z,01HNDC5E6F6RKW9JCWADPPBW2W,2024-01-30T14:25:27.285454171Z,true,2024-01-30T14:31:36.805621682Z
01HNDC5E80XTFE4M2T7V98D91E,01HNDC24YTK2BJ29Y3EBY2BC28,2024-01-30T14:25:27.296492546Z,true,2024-01-30T14:29:27.385329106Z,30,2024-01-30T14:25:27.296492546Z,true,2024-01-30T14:29:58.698175721Z,0,2024-01-30T14:25:27.296492546Z,true,2024-01-30T14:29:27.921431126Z,send,2024-01-30T14:25:27.296492546Z,01HNDC24XVX52SMTNY59XNXGAF,2024-01-30T14:25:27.296492546Z,01HNDC5E4KW0VT6HJM5FZ344VA,2024-01-30T14:25:27.296492546Z,01HNDC5E6DMAJY07DV1D8RS030,2024-01-30T14:25:27.296492546Z,true,2024-01-30T14:29:28.694676984Z
01HNDC5E83KC2PWE193V10SPPA,01HNDC24YTK2BJ29Y3EBY2BC28,2024-01-30T14:25:27.299845987Z,true,2024-01-30T14:29:58.780849044Z,30,2024-01-30T14:25:27.299845987Z,true,2024-01-30T14:30:08.643370446Z,1,2024-01-30T14:25:27.299845987Z,true,2024-01-30T14:29:58.91735439Z,observe,2024-01-30T14:25:27.299845987Z,01HNDC24XVX52SMTNY59XNXGAF,2024-01-30T14:25:27.299845987Z,01HNDC5E4KW0VT6HJM5FZ344VA,2024-01-30T14:25:27.299845987Z,01HNDC5E6YTDT3B93J3N32BC4F,2024-01-30T14:25:27.299845987Z,true,2024-01-30T14:29:58.95600037Z
01HNDC5E8NMBNX3QKQQPNDVJCT,01HNDC24YTK2BJ29Y3EBY2BC28,2024-01-30T14:25:27.317304398Z,true,2024-01-30T14:25:27.71849767Z,30,2024-01-30T14:25:27.317304398Z,true,2024-01-30T14:25:57.790725221Z,0,2024-01-30T14:25:27.317304398Z,true,2024-01-30T14:25:27.766920795Z,send,2024-01-30T14:25:27.317304398Z,01HNDC24XVX52SMTNY59XNXGAF,2024-01-30T14:25:27.317304398Z,01HNDC5E4CTJ11JRHV0Z9P75WG,2024-01-30T14:25:27.317304398Z,01HNDC5E54B975CTK83EFMXBSK,2024-01-30T14:25:27.317304398Z,true,2024-01-30T14:25:27.783568085Z
01HNDC5E8REAZ16WPHMAT5MB91,01HNDC24YTK2BJ29Y3EBY2BC28,2024-01-30T14:25:27.320723337Z,true,2024-01-30T14:26:27.401554333Z,30,2024-01-30T14:25:27.320723337Z,true,2024-01-30T14:26:57.455802274Z,0,2024-01-30T14:25:27.320723337Z,true,2024-01-30T14:26:27.435591231Z,send,2024-01-30T14:25:27.320723337Z,01HNDC24XVX52SMTNY59XNXGAF,2024-01-30T14:25:27.320723337Z,01HNDC5E49KDK97JH4DH8TTZXD,2024-01-30T14:25:27.320723337Z,01HNDC5E592RF64GXG7HAD3ZCN,2024-01-30T14:25:27.320723337Z,true,2024-01-30T14:26:27.452264653Z
01HNDC5E8TC4YXX0E224MRRZAW,01HNDC24YTK2BJ29Y3EBY2BC28,2024-01-30T14:25:27.322047002Z,true,2024-01-30T14:26:57.482683Z,30,2024-01-30T14:25:27.322047002Z,true,2024-01-30T14:27:17.318031156Z,1,2024-01-30T14:25:27.322047002Z,true,2024-01-30T14:26:57.526674916Z,observe,2024-01-30T14:25:27.322047002Z,01HNDC24XVX52SMTNY59XNXGAF,2024-01-30T14:25:27.322047002Z,01HNDC5E49KDK97JH4DH8TTZXD,2024-01-30T14:25:27.322047002Z,01HNDC5E7GHFF9DV42HZMMKVPV,2024-01-30T14:25:27.322047002Z,true,2024-01-30T14:26:57.545806178Z
01HNDC5E8V5NC4QD7P1CAPRYBX,01HNDC24YTK2BJ29Y3EBY2BC28,2024-01-30T14:25:27.323548674Z,true,2024-01-30T14:27:17.456900141Z,30,2024-01-30T14:25:27.323548674Z,true,2024-01-30T14:27:47.531595766Z,0,2024-01-30T14:25:27.323548674Z,true,2024-01-30T14:27:17.506682345Z,send,2024-01-30T14:25:27.323548674Z,01HNDC24XVX52SMTNY59XNXGAF,2024-01-30T14:25:27.323548674Z,01HNDC5E4EPMF7RJFH2YD1SX46,2024-01-30T14:25:27.323548674Z,01HNDC5E56G2Z3EE5RZ70QFY50,2024-01-30T14:25:27.323548674Z,true,2024-01-30T14:27:17.528296351Z
01HNDC5E8YSXE07QB46BYC4K9H,01HNDC24YTK2BJ29Y3EBY2BC28,2024-01-30T14:25:27.32609179Z,true,2024-01-30T14:27:47.556349679Z,30,2024-01-30T14:25:27.32609179Z,true,2024-01-30T14:27:59.028832028Z,1,2024-01-30T14:25:27.32609179Z,true,2024-01-30T14:27:47.605503668Z,observe,2024-01-30T14:25:27.32609179Z,01HNDC24XVX52SMTNY59XNXGAF,2024-01-30T14:25:27.32609179Z,01HNDC5E4EPMF7RJFH2YD1SX46,2024-01-30T14:25:27.32609179Z,01HNDC5E7F98JKQ3N7F6E9KD4Q,2024-01-30T14:25:27.32609179Z,true,2024-01-30T14:27:47.637147418Z
01HNDC5E9157WNA2J7TMZKPA46,01HNDC24YTK2BJ29Y3EBY2BC28,2024-01-30T14:25:27.329099708Z,true,2024-01-30T14:25:57.8100949Z,30,2024-01-30T14:25:27.329099708Z,true,2024-01-30T14:26:27.31479227Z,1,2024-01-30T14:25:27.329099708Z,true,2024-01-30T14:25:57.837110087Z,observe,2024-01-30T14:25:27.329099708Z,01HNDC24XVX52SMTNY59XNXGAF,2024-01-30T14:25:27.329099708Z,01HNDC5E4CTJ11JRHV0Z9P75WG,2024-01-30T14:25:27.329099708Z,01HNDC5E7F98JKQ3N7F5245K6F,2024-01-30T14:25:27.329099708Z,true,2024-01-30T14:25:57.852140885Z
01HNDC5E99DF3RFQTKV26P3SAS,01HNDC24YTK2BJ29Y3EBY2BC28,2024-01-30T14:25:27.337633668Z,true,2024-01-30T14:27:59.175797946Z,30,2024-01-30T14:25:27.337633668Z,true,2024-01-30T14:28:29.275983003Z,0,2024-01-30T14:25:27.337633668Z,true,2024-01-30T14:27:59.240074914Z,send,2024-01-30T14:25:27.337633668Z,01HNDC24XVX52SMTNY59XNXGAF,2024-01-30T14:25:27.337633668Z,01HNDC5E4HZ8CTQ0Z1C8ZGP0M4,2024-01-30T14:25:27.337633668Z,01HNDC5E592RF64GXG7E6QTZRB,2024-01-30T14:25:27.337633668Z,true,2024-01-30T14:27:59.270554609Z
01HNDC5E9B4476CCG1EJMG5XMJ,01HNDC24YTK2BJ29Y3EBY2BC28,2024-01-30T14:25:27.339449966Z,true,2024-01-30T14:28:29.311964943Z,30,2024-01-30T14:25:27.339449966Z,true,2024-01-30T14:28:36.177248661Z,1,2024-01-30T14:25:27.339449966Z,true,2024-01-30T14:28:29.378221665Z,observe,2024-01-30T14:25:27.339449966Z,01HNDC24XVX52SMTNY59XNXGAF,2024-01-30T14:25:27.339449966Z,01HNDC5E4HZ8CTQ0Z1C8ZGP0M4,2024-01-30T14:25:27.339449966Z,01HNDC5E7GHFF9DV42HW49C8FS,2024-01-30T14:25:27.339449966Z,true,2024-01-30T14:28:29.416234774Z
01HNDC5EDFRQQT7423SRBYFW4D,01HNDC24YTK2BJ29Y3EBY2BC28,2024-01-30T14:25:27.471664599Z,true,2024-01-30T14:28:36.398794974Z,30,2024-01-30T14:25:27.471664599Z,true,2024-01-30T14:29:06.517624641Z,0,2024-01-30T14:25:27.471664599Z,true,2024-01-30T14:28:36.472868325Z,send,2024-01-30T14:25:27.471664599Z,01HNDC24XVX52SMTNY59XNXGAF,2024-01-30T14:25:27.471664599Z,01HNDC5E4SE636SVDAMJKFXCHF,2024-01-30T14:25:27.471664599Z,01HNDC5E6NRTV61BSYJR98Q2AW,2024-01-30T14:25:27.471664599Z,true,2024-01-30T14:28:36.501318803Z
01HNDC5EDHANNPN60MR62SBXX8,01HNDC24YTK2BJ29Y3EBY2BC28,2024-01-30T14:25:27.474020232Z,true,2024-01-30T14:29:06.570017528Z,30,2024-01-30T14:25:27.474020232Z,true,2024-01-30T14:29:25.679343615Z,1,2024-01-30T14:25:27.474020232Z,true,2024-01-30T14:29:06.657077667Z,observe,2024-01-30T14:25:27.474020232Z,01HNDC24XVX52SMTNY59XNXGAF,2024-01-30T14:25:27.474020232Z,01HNDC5E4SE636SVDAMJKFXCHF,2024-01-30T14:25:27.474020232Z,01HNDC5E7N456DAP396WPC86ZD,2024-01-30T14:25:27.474020232Z,true,2024-01-30T14:29:06.705148629Z
01HNDC5EDMYTKDRSK2S3RCYXPA,01HNDC24YTK2BJ29Y3EBY2BC28,2024-01-30T14:25:27.476287746Z,true,2024-01-30T14:30:09.222200092Z,30,2024-01-30T14:25:27.476287746Z,true,2024-01-30T14:30:40.896032686Z,0,2024-01-30T14:25:27.476287746Z,true,2024-01-30T14:30:09.355903388Z,send,2024-01-30T14:25:27.476287746Z,01HNDC24XVX52SMTNY59XNXGAF,2024-01-30T14:25:27.476287746Z,01HNDC5E4QZ4TM73B0M0NZYJR3,2024-01-30T14:25:27.476287746Z,01HNDC5E5BQHHDV04EARTHSCH2,2024-01-30T14:25:27.476287746Z,true,2024-01-30T14:30:09.525777589Z
01HNDC5EEFXXB8H1QRK7A4C7QJ,01HNDC24YTK2BJ29Y3EBY2BC28,2024-01-30T14:25:27.503959006Z,true,2024-01-30T14:30:41.05408738Z,30,2024-01-30T14:25:27.503959006Z,true,2024-01-30T14:31:04.926341868Z,1,2024-01-30T14:25:27.503959006Z,true,2024-01-30T14:30:41.376300072Z,observe,2024-01-30T14:25:27.503959006Z,01HNDC24XVX52SMTNY59XNXGAF,2024-01-30T14:25:27.503959006Z,01HNDC5E4QZ4TM73B0M0NZYJR3,2024-01-30T14:25:27.503959006Z,01HNDC5E7JYX9VP7ZWR9CBFP9K,2024-01-30T14:25:27.503959006Z,true,2024-01-30T14:30:41.525002937Z
01HNDC5THXTTWHF9GDZG3VYMM0,01HNDC2AJZ3MCJA1MPDB6Y1F62,2024-01-30T14:25:39.901777347Z,true,2024-01-30T14:25:40.184174039Z,30,2024-01-30T14:25:39.901777347Z,true,2024-01-30T14:26:10.230102714Z,0,2024-01-30T14:25:39.901777347Z,true,2024-01-30T14:25:40.210727561Z,observe,2024-01-30T14:25:39.901777347Z,01HNDC2AJEJ0PA3YDXT72HTGD2,2024-01-30T14:25:39.901777347Z,01HNDC5TG77HTWSZPTYVR25708,2024-01-30T14:25:39.901777347Z,01HNDC5TH74N8F7GPJRY5PPSQJ,2024-01-30T14:25:39.901777347Z,true,2024-01-30T14:25:40.226142733Z
01HNDC5TJ87ZV6QPVP4CTA7YA3,01HNDC2AJZ3MCJA1MPDB6Y1F62,2024-01-30T14:25:39.912969292Z,true,2024-01-30T14:26:10.313003079Z,30,2024-01-30T14:25:39.912969292Z,true,2024-01-30T14:26:40.362476665Z,0,2024-01-30T14:25:39.912969292Z,true,2024-01-30T14:26:10.337217943Z,observe,2024-01-30T14:25:39.912969292Z,01HNDC2AJEJ0PA3YDXT72HTGD2,2024-01-30T14:25:39.912969292Z,01HNDC5TG929DC8H9E1NB4FM8F,2024-01-30T14:25:39.912969292Z,01HNDC5THF7ESQR0ZDMA6F0D16,2024-01-30T14:25:39.912969292Z,true,2024-01-30T14:26:10.354998982Z
01HNDC5TJBYYC0PG6CQ5AA13BZ,01HNDC2AJZ3MCJA1MPDB6Y1F62,2024-01-30T14:25:39.915400435Z,true,2024-01-30T14:27:07.593356606Z,30,2024-01-30T14:25:39.915400435Z,true,2024-01-30T14:27:30.641699029Z,0,2024-01-30T14:25:39.915400435Z,true,2024-01-30T14:27:07.667920036Z,observe,2024-01-30T14:25:39.915400435Z,01HNDC2AJEJ0PA3YDXT72HTGD2,2024-01-30T14:25:39.915400435Z,01HNDC5TGFT5N843CRMF53G9WB,2024-01-30T14:25:39.915400435Z,01HNDC5THF7ESQR0ZDM7SAC2B3,2024-01-30T14:25:39.915400435Z,true,2024-01-30T14:27:07.692762372Z
