id,batchID,batchIDLastChangedAt,confidence,confidenceLastChangedAt,gameID,gameIDLastChangedAt,guess,guessLastChangedAt,playerID,playerIDLastChangedAt,roundID,roundIDLastChangedAt,stageID,stageIDLastChangedAt,submit,submitLastChangedAt
01JHBGA9E0W3TVWS9VG4Z61RR2,01JHBFAHCEGR0HDSXN3EDJN8PZ,2025-01-11T20:19:02.720179669Z,51,2025-01-11T20:19:15.145227924Z,01JHBFAHCNE2G86BXZ16DNJ9DV,2025-01-11T20:19:02.720179669Z,60,2025-01-11T20:19:15.144164658Z,01JHBFXEP6QF1V9JG075W8HFXQ,2025-01-11T20:19:02.720179669Z,01JHBG4RWP3AQ2TPZFYQYR1C1F,2025-01-11T20:19:02.720179669Z,01JHBG4RYFVD0DVCX8823BCGKS,2025-01-11T20:19:02.720179669Z,true,2025-01-11T20:19:15.147072899Z
01JHBH16Q59W0DZ58V3S1A56QZ,01JHBFAF5THBQDT3XMZCK83BJM,2025-01-11T20:31:33.605316543Z,82,2025-01-11T20:31:44.369242922Z,01JHBFAF62DAFNA3C59MH4PG6Z,2025-01-11T20:31:33.605316543Z,91,2025-01-11T20:31:44.364965786Z,01JHBGBKHBZA8BB1K3AG9GR62E,2025-01-11T20:31:33.605316543Z,01JHBGP5KXQ3E26Q96Q3QH1Q1B,2025-01-11T20:31:33.605316543Z,01JHBGP5PN7AWJYGMH3SPENJR1,2025-01-11T20:31:33.605316543Z,true,2025-01-11T20:31:44.361152912Z
01JHBKHP9N7TT3NG152DQCE85Q,01JHBJNJW7ZRC2KXMV0FWFK98G,2025-01-11T21:15:30.997121656Z,,,01JHBJNJXHS16RQTD9RPE678GA,2025-01-11T21:15:30.997121656Z,,,01JHBK5C67WEFW6XSGR5MDH2BR,2025-01-11T21:15:30.997121656Z,01JHBKHNEMP9Z5MYFR4ZN210E1,2025-01-11T21:15:30.997121656Z,01JHBKHNG8XYD0WNZHFAM86QS5,2025-01-11T21:15:30.997121656Z,,
01JHBGSCYC67FHA1E3XGH143YW,01JHBFAEM0S7XTBZ0Q6FVT1RPC,2025-01-11T20:27:17.836852695Z,,,01JHBFAEM84EDFSTJVZSWGAKRJ,2025-01-11T20:27:17.836852695Z,,,01JHBGBQ3GX9VF3XTCFD2AVEG8,2025-01-11T20:27:17.836852695Z,01JHBGRF8AZ7BZSE3V5ENE6568,2025-01-11T20:27:17.836852695Z,01JHBGRF9ZKYNKQCR0B7HKMMMA,2025-01-11T20:27:17.836852695Z,,
01JHBGH588D1AFXC5Y36E2G1XV,01JHBFAGXN30WV5D270Z21CVXB,2025-01-11T20:22:47.816939333Z,,,01JHBFAGXXJPS2Z91X6C49KYN9,2025-01-11T20:22:47.816939333Z,,,01JHBFJMNGM654XJXNENZASZZV,2025-01-11T20:22:47.816939333Z,01JHBGH4PDY6TCBJY6APJW4BM9,2025-01-11T20:22:47.816939333Z,01JHBGH4Q35825K2DCJ5KFJMRT,2025-01-11T20:22:47.816939333Z,,
01JHBH6NGWPSP8PTWWEGCBYQF8,01JHBFACCWAVV2HYBF8RAJT2PP,2025-01-11T20:34:32.604173086Z,,,01JHBFACD4HP8DA386GV67MMS3,2025-01-11T20:34:32.604173086Z,,,01JHBGTDMYF6Z1TSM3F9QG3X3A,2025-01-11T20:34:32.604173086Z,01JHBH5Q4TDJWB3CE63BFHAA7S,2025-01-11T20:34:32.604173086Z,01JHBH5Q7104GA9CJNR7ZV9A9E,2025-01-11T20:34:32.604173086Z,,
01JHBHQ4G513K68SD6K3SY6DZ9,01JHBFAABQS8HGQ62YJG50ENJ3,2025-01-11T20:43:32.229668855Z,,,01JHBFAABZ9YSTVZJP6918FH5Y,2025-01-11T20:43:32.229668855Z,,,01JHBHD06WT434HH5N7FK6ERPJ,2025-01-11T20:43:32.229668855Z,01JHBHJPM7RZP17EBFPH1P7W9Z,2025-01-11T20:43:32.229668855Z,01JHBHJPQEVQB2KJBF1Q6T19SM,2025-01-11T20:43:32.229668855Z,,
01JHBGHGH3GABP8YCX7XFMFZ3X,01JHBFAG3TE026EWZBP039MZG2,2025-01-11T20:22:59.363430881Z,,,01JHBFAG414RHSPDDNWH0KQDHD,2025-01-11T20:22:59.363430881Z,,,01JHBFW6R14K8V9YYVBH0P233E,2025-01-11T20:22:59.363430881Z,01JHBGGJN0BBKSTMVB4AFKASAV,2025-01-11T20:22:59.363430881Z,01JHBGGJNWZFVTZK4RJ1N6SC9Y,2025-01-11T20:22:59.363430881Z,,
01JHBGHGH7YRS41EBXAKNG0WD7,01JHBFAG3TE026EWZBP039MZG2,2025-01-11T20:22:59.367459994Z,,,01JHBFAG414RHSPDDNWH0KQDHD,2025-01-11T20:22:59.367459994Z,,,01JHBG85BZW5JD8NDX37W0PKHG,2025-01-11T20:22:59.367459994Z,01JHBGGJN0BBKSTMVB4AFKASAV,2025-01-11T20:22:59.367459994Z,01JHBGGJNWZFVTZK4RJ1N6SC9Y,2025-01-11T20:22:59.367459994Z,,
01JHBGW5K7YF53QFSZNY4QWGS1,01JHBFAG3TE026EWZBP039MZG2,2025-01-11T20:28:48.615603927Z,100,2025-01-11T20:28:56.840075818Z,01JHBFAG414RHSPDDNWH0KQDHD,2025-01-11T20:28:48.615603927Z,65,2025-01-11T20:28:56.836665425Z,01JHBFW6R14K8V9YYVBH0P233E,2025-01-11T20:28:48.615603927Z,01JHBGGJNA31RBGZ34AYX8XCY3,2025-01-11T20:28:48.615603927Z,01JHBGGJRGM8MEH097R9QNBXJD,2025-01-11T20:28:48.615603927Z,true,2025-01-11T20:28:56.844955494Z
